PC1,PC2
1.565007591319113,2.4329404856601724
1.555482468693354,2.4201825648139352
1.5863411195236448,1.8736817560646786
1.6318156017155445,1.0276328666759924
1.6785171103888226,0.08540651736795486
1.673563408149896,0.18534994336723826
1.6800673823550552,-0.012626226363110728
1.6940786146583353,-0.29530986202005505
1.7246166190080996,-0.8400078231727072
1.679233101967492,0.004205798687135721
1.6987500625993721,-0.2513818508743311
1.6969983336859218,-0.21603984189032424
1.7020793871366569,-0.3185526424299878
1.7091993253662783,-0.5289561951413598
1.7321836542056412,-0.9259213220468283
1.7267699282016098,-0.81669668597311
1.7133951555162696,-0.47543235663054273
1.7304134358208287,-0.8187846931695282
1.726937529868205,-0.8868333632657606
1.7145451808168177,-0.5653899232346986
1.7502282447765343,-1.2185583971666611
1.7409835864009513,-1.0320427800210947
1.7373722357824475,-1.0259372005440925
1.7255311720885604,-0.7870378045038331
1.7146309479594644,-0.567120318333322
1.7265614149735977,-0.6696466559892761
1.7251085715572494,-0.6403348117428964
1.7420462827278071,-0.9820616256134784
1.743037768764675,-1.0688205830959363
1.7418656178151704,-1.0451718500814156
1.7356306064451892,-0.9193773700329997
1.7347443459711733,-0.9014966206805571
1.7355035516744788,-0.9882355618801447
1.743156285790236,-1.209388538689026
1.7079319802056774,-0.49872051530587497
1.740268791987798,-1.1511319037020358
1.750376319798493,-1.3550563442640569
1.7457575926760869,-1.1904496236264128
1.6849284893872127,-0.10603514175653922
1.7080648258672348,-0.5728223286639995
1.720851927134558,-0.830808507004227
1.741971436260222,-1.256905190986481
1.752046510629101,-1.393419637441561
1.6756539765741363,0.14783803328085887
1.6970788345954921,-0.35117444739486503
1.7058036921065498,-0.5272028215184714
1.722718012238204,-0.8684577094530651
1.7304926031160237,-1.0206476219845826
1.7473552396023289,-1.4322813520045048
1.7294478033783278,-0.999568263510442
1.7516225082589783,-1.4469540508272756
1.736478110071033,-1.1414082253824573
1.7467103900892138,-1.3478496042697492
1.7431575511801833,-1.2761692982146493
1.737260113931045,-1.085763959742983
1.7424191375114588,-1.1898498467359406
1.7399656774308994,-1.140350059672287
1.7578598221921837,-1.501373400703276
1.7474664039059997,-1.2916809764791763
1.7160181551611187,-0.5857752072630431
1.6977484883874292,-0.15042029173061916
1.623602759457161,1.2787517296113078
1.755885547855836,-1.4568750703579245
1.751869789736274,-1.3044335516257555
1.7154109570984677,-0.5688583260654482
1.7525013477866724,-1.3171755518974373
